  Time (min)    V neg      V pos       Cur (A/m2)    Temp (C)   Heat Gen (W/m3)
  25.000333    0.179626    4.230423      0.0000     24.850000   8.0909713E-01
  25.000700    0.179626    4.230423      0.0000     24.850000   8.0904626E-01
  25.001103    0.179626    4.230423      0.0000     24.850000   8.0898947E-01
  25.001547    0.179626    4.230423      0.0000     24.850000   8.0892783E-01
  25.002035    0.179626    4.230423      0.0000     24.850000   8.0885928E-01
  25.002572    0.179626    4.230423      0.0000     24.850000   8.0878465E-01
  25.003162    0.179626    4.230423      0.0000     24.850000   8.0870185E-01
  25.003812    0.179626    4.230423      0.0000     24.850000   8.0861150E-01
  25.004526    0.179626    4.230423      0.0000     24.850000   8.0851147E-01
  25.005312    0.179626    4.230423      0.0000     24.850000   8.0840214E-01
  25.006177    0.179626    4.230423      0.0000     24.850000   8.0828126E-01
  25.007128    0.179626    4.230423      0.0000     24.850000   8.0814898E-01
  25.008174    0.179626    4.230423      0.0000     24.850000   8.0800293E-01
  25.009325    0.179626    4.230423      0.0000     24.850000   8.0784294E-01
  25.010591    0.179626    4.230423      0.0000     24.850000   8.0766643E-01
  25.011983    0.179626    4.230423      0.0000     24.850000   8.0747295E-01
  25.013515    0.179626    4.230423      0.0000     24.850000   8.0725966E-01
  25.015200    0.179626    4.230423      0.0000     24.850000   8.0702573E-01
  25.017053    0.179626    4.230423      0.0000     24.850000   8.0676800E-01
  25.019092    0.179626    4.230423      0.0000     24.850000   8.0648523E-01
  25.021334    0.179626    4.230423      0.0000     24.850000   8.0617384E-01
  25.023801    0.179626    4.230423      0.0000     24.850000   8.0583211E-01
  25.026514    0.179626    4.230423      0.0000     24.850000   8.0545595E-01
  25.029499    0.179625    4.230423      0.0000     24.850000   8.0504306E-01
  25.032782    0.179625    4.230423      0.0000     24.850000   8.0458875E-01
  25.036394    0.179625    4.230423      0.0000     24.850000   8.0409002E-01
  25.040367    0.179625    4.230423      0.0000     24.850000   8.0354147E-01
  25.044737    0.179625    4.230423      0.0000     24.850000   8.0293926E-01
  25.049544    0.179625    4.230423      0.0000     24.850000   8.0227712E-01
  25.054831    0.179625    4.230423      0.0000     24.850000   8.0155024E-01
  25.060648    0.179625    4.230423      0.0000     24.850000   8.0075132E-01
  25.067046    0.179625    4.230424      0.0000     24.850000   7.9987437E-01
  25.074084    0.179625    4.230424      0.0000     24.850000   7.9891084E-01
  25.081826    0.179625    4.230424      0.0000     24.850000   7.9785340E-01
  25.090341    0.179625    4.230424      0.0000     24.850000   7.9669204E-01
  25.099709    0.179625    4.230424      0.0000     24.850000   7.9541779E-01
  25.110013    0.179624    4.230424      0.0000     24.850000   7.9401893E-01
  25.121348    0.179624    4.230424      0.0000     24.850000   7.9248463E-01
  25.133816    0.179624    4.230424      0.0000     24.850000   7.9080112E-01
  25.147531    0.179624    4.230424      0.0000     24.850000   7.8895540E-01
  25.162617    0.179624    4.230424      0.0000     24.850000   7.8693139E-01
  25.179212    0.179624    4.230424      0.0000     24.850000   7.8471356E-01
  25.197467    0.179623    4.230424      0.0000     24.850000   7.8228315E-01
  25.217547    0.179623    4.230424      0.0000     24.850000   7.7962179E-01
  25.239635    0.179623    4.230424      0.0000     24.850000   7.7670770E-01
  25.263932    0.179623    4.230424      0.0000     24.850000   7.7351929E-01
  25.290658    0.179622    4.230424      0.0000     24.850000   7.7003148E-01
  25.320057    0.179622    4.230424      0.0000     24.850000   7.6621915E-01
  25.352397    0.179621    4.230425      0.0000     24.850000   7.6205358E-01
  25.387970    0.179621    4.230425      0.0000     24.850000   7.5750594E-01
  25.427100    0.179621    4.230425      0.0000     24.850000   7.5254370E-01
  25.470143    0.179620    4.230425      0.0000     24.850000   7.4713418E-01
  25.517491    0.179619    4.230425      0.0000     24.850000   7.4124110E-01
  25.569573    0.179619    4.230425      0.0000     24.850000   7.3482806E-01
  25.626864    0.179618    4.230426      0.0000     24.850000   7.2785528E-01
  25.689884    0.179617    4.230426      0.0000     24.850000   7.2028312E-01
  25.759205    0.179617    4.230426      0.0000     24.850000   7.1206900E-01
  25.835459    0.179616    4.230426      0.0000     24.850000   7.0317103E-01
  25.919338    0.179615    4.230427      0.0000     24.850000   6.9354507E-01
  26.011605    0.179614    4.230427      0.0000     24.850000   6.8314853E-01
  26.113099    0.179613    4.230427      0.0000     24.850000   6.7193774E-01
  26.224743    0.179611    4.230427      0.0000     24.850000   6.5987181E-01
  26.347550    0.179610    4.230428      0.0000     24.850000   6.4691037E-01
  26.482639    0.179608    4.230428      0.0000     24.850000   6.3301760E-01
  26.631236    0.179607    4.230429      0.0000     24.850000   6.1816028E-01
  26.794693    0.179605    4.230429      0.0000     24.850000   6.0231201E-01
  26.974495    0.179603    4.230430      0.0000     24.850000   5.8545157E-01
  27.172278    0.179601    4.230430      0.0000     24.850000   5.6756725E-01
  27.389839    0.179599    4.230431      0.0000     24.850000   5.4865554E-01
  27.629157    0.179597    4.230431      0.0000     24.850000   5.2872536E-01
  27.892406    0.179594    4.230432      0.0000     24.850000   5.0779700E-01
  28.181979    0.179592    4.230432      0.0000     24.850000   4.8590617E-01
  28.500511    0.179589    4.230433      0.0000     24.850000   4.6310287E-01
  28.850895    0.179586    4.230434      0.0000     24.850000   4.3945508E-01
  29.236318    0.179583    4.230434      0.0000     24.850000   4.1504743E-01
  29.660283    0.179579    4.230435      0.0000     24.850000   3.8998415E-01
  30.000000    0.179577    4.230435      0.0000     24.850000   3.7107735E-01
  30.000000    0.188594    4.188545     48.0000     24.850000   1.0862045E+04
  30.000000    0.188594    4.188545     48.0000     24.850000   1.0862045E+04
  30.000333    0.188645    4.188298     48.0000     24.850000   1.0924853E+04
  30.000700    0.188682    4.188135     48.0000     24.850000   1.0966615E+04
  30.001103    0.188714    4.187999     48.0000     24.850000   1.1001693E+04
  30.001547    0.188745    4.187874     48.0000     24.850000   1.1033941E+04
  30.002035    0.188776    4.187754     48.0000     24.850000   1.1064971E+04
  30.002572    0.188807    4.187635     48.0000     24.850000   1.1095629E+04
  30.003162    0.188839    4.187516     48.0000     24.850000   1.1126451E+04
  30.003812    0.188872    4.187395     48.0000     24.850000   1.1157811E+04
  30.004526    0.188906    4.187270     48.0000     24.850000   1.1190003E+04
  30.005312    0.188941    4.187141     48.0000     24.850000   1.1223272E+04
  30.006177    0.188979    4.187006     48.0000     24.850000   1.1257843E+04
  30.007128    0.189018    4.186865     48.0000     24.850000   1.1293922E+04
  30.008174    0.189059    4.186717     48.0000     24.850000   1.1331713E+04
  30.009325    0.189102    4.186562     48.0000     24.850000   1.1371420E+04
  30.010591    0.189148    4.186397     48.0000     24.850000   1.1413255E+04
  30.011983    0.189196    4.186223     48.0000     24.850000   1.1457437E+04
  30.013515    0.189248    4.186037     48.0000     24.850000   1.1504201E+04
  30.015200    0.189302    4.185840     48.0000     24.850000   1.1553797E+04
  30.017053    0.189360    4.185630     48.0000     24.850000   1.1606499E+04
  30.019092    0.189422    4.185405     48.0000     24.850000   1.1662603E+04
  30.021334    0.189488    4.185164     48.0000     24.850000   1.1722436E+04
  30.023801    0.189558    4.184906     48.0000     24.850000   1.1786359E+04
  30.026514    0.189632    4.184629     48.0000     24.850000   1.1854774E+04
  30.029499    0.189712    4.184330     48.0000     24.850000   1.1928126E+04
  30.032782    0.189798    4.184008     48.0000     24.850000   1.2006916E+04
  30.036394    0.189889    4.183660     48.0000     24.850000   1.2091706E+04
  30.040367    0.189988    4.183283     48.0000     24.850000   1.2183128E+04
  30.044737    0.190093    4.182874     48.0000     24.850000   1.2281896E+04
  30.049544    0.190207    4.182429     48.0000     24.850000   1.2388818E+04
  30.054831    0.190329    4.181945     48.0000     24.850000   1.2504810E+04
  30.060648    0.190461    4.181416     48.0000     24.850000   1.2630912E+04
  30.067046    0.190603    4.180837     48.0000     24.850000   1.2768301E+04
  30.074084    0.190757    4.180202     48.0000     24.850000   1.2918317E+04
  30.081826    0.190924    4.179504     48.0000     24.850000   1.3082473E+04
  30.090341    0.191104    4.178735     48.0000     24.850000   1.3262481E+04
  30.099709    0.191299    4.177886     48.0000     24.850000   1.3460264E+04
  30.110013    0.191510    4.176947     48.0000     24.850000   1.3677972E+04
  30.121348    0.191739    4.175906     48.0000     24.850000   1.3917980E+04
  30.133816    0.191987    4.174751     48.0000     24.850000   1.4182881E+04
  30.147531    0.192256    4.173469     48.0000     24.850000   1.4475448E+04
  30.162617    0.192548    4.172043     48.0000     24.850000   1.4798563E+04
  30.179212    0.192864    4.170461     48.0000     24.850000   1.5155090E+04
  30.197467    0.193207    4.168707     48.0000     24.850000   1.5547672E+04
  30.217547    0.193578    4.166768     48.0000     24.850000   1.5978421E+04
  30.239635    0.193979    4.164636     48.0000     24.850000   1.6448475E+04
  30.263932    0.194413    4.162306     48.0000     24.850000   1.6957392E+04
  30.290658    0.194882    4.159785     48.0000     24.850000   1.7502402E+04
  30.320057    0.195389    4.157091     48.0000     24.850000   1.8077550E+04
  30.352397    0.195934    4.154256     48.0000     24.850000   1.8672876E+04
  30.387970    0.196522    4.151331     48.0000     24.850000   1.9273838E+04
  30.427100    0.197154    4.148380     48.0000     24.850000   1.9861245E+04
  30.470143    0.197833    4.145480     48.0000     24.850000   2.0411889E+04
  30.517491    0.198561    4.142706     48.0000     24.850000   2.0899927E+04
  30.569573    0.199340    4.140126     48.0000     24.850000   2.1298772E+04
  30.626864    0.200174    4.137785     48.0000     24.850000   2.1583214E+04
  30.689884    0.201064    4.135703     48.0000     24.850000   2.1731765E+04
  30.759205    0.202014    4.133872     48.0000     24.850000   2.1730002E+04
  30.835459    0.203028    4.132260     48.0000     24.850000   2.1575939E+04
  30.919338    0.204112    4.130817     48.0000     24.850000   2.1287022E+04
  31.011605    0.205271    4.129480     48.0000     24.850000   2.0904885E+04
  31.113099    0.206515    4.128178     48.0000     24.850000   2.0492451E+04
  31.224743    0.207853    4.126834     48.0000     24.850000   2.0122538E+04
  31.347550    0.209292    4.125362     48.0000     24.850000   1.9863622E+04
  31.482639    0.210833    4.123669     48.0000     24.850000   1.9768659E+04
  31.631236    0.212464    4.121646     48.0000     24.850000   1.9868447E+04
  31.794693    0.214152    4.119160     48.0000     24.850000   2.0169361E+04
  31.974495    0.215845    4.116042     48.0000     24.850000   2.0656518E+04
  32.172278    0.217478    4.112064     48.0000     24.850000   2.1303179E+04
  32.389839    0.219000    4.106924     48.0000     24.850000   2.2083986E+04
  32.629157    0.220387    4.100252     48.0000     24.850000   2.2983479E+04
  32.892406    0.221637    4.091668     48.0000     24.850000   2.3983551E+04
  33.181979    0.222755    4.080964     48.0000     24.850000   2.5012991E+04
  33.500511    0.223730    4.068374     48.0000     24.850000   2.5869356E+04
  33.850895    0.224529    4.054795     48.0000     24.850000   2.6187851E+04
  34.236318    0.225217    4.041665     48.0000     24.850000   2.5600895E+04
  34.660283    0.225964    4.030357     48.0000     24.850000   2.4028065E+04
  35.000000    0.226604    4.023552     48.0000     24.850000   2.2452167E+04
  35.000000    0.217656    4.069531      0.0000     24.850000   5.9067357E+02
  35.000000    0.217656    4.069531      0.0000     24.850000   5.9067357E+02
  35.000333    0.217561    4.069930      0.0000     24.850000   5.8510887E+02
  35.000700    0.217500    4.070185      0.0000     24.850000   5.8177436E+02
  35.001103    0.217451    4.070394      0.0000     24.850000   5.7913096E+02
  35.001547    0.217406    4.070582      0.0000     24.850000   5.7682261E+02
  35.002035    0.217364    4.070759      0.0000     24.850000   5.7470313E+02
  35.002572    0.217324    4.070931      0.0000     24.850000   5.7271038E+02
  35.003162    0.217284    4.071101      0.0000     24.850000   5.7080608E+02
  35.003812    0.217244    4.071271      0.0000     24.850000   5.6897419E+02
  35.004526    0.217203    4.071444      0.0000     24.850000   5.6720354E+02
  35.005312    0.217162    4.071619      0.0000     24.850000   5.6549392E+02
  35.006177    0.217121    4.071799      0.0000     24.850000   5.6384649E+02
  35.007128    0.217078    4.071984      0.0000     24.850000   5.6227012E+02
  35.008174    0.217034    4.072176      0.0000     24.850000   5.6077436E+02
  35.009325    0.216989    4.072374      0.0000     24.850000   5.5937538E+02
  35.010591    0.216943    4.072580      0.0000     24.850000   5.5809001E+02
  35.011983    0.216895    4.072794      0.0000     24.850000   5.5694122E+02
  35.013515    0.216846    4.073017      0.0000     24.850000   5.5595280E+02
  35.015200    0.216794    4.073251      0.0000     24.850000   5.5515438E+02
  35.017053    0.216742    4.073495      0.0000     24.850000   5.5457648E+02
  35.019092    0.216687    4.073750      0.0000     24.850000   5.5425512E+02
  35.021334    0.216630    4.074018      0.0000     24.850000   5.5422707E+02
  35.023801    0.216571    4.074299      0.0000     24.850000   5.5453409E+02
  35.026514    0.216510    4.074594      0.0000     24.850000   5.5521824E+02
  35.029499    0.216447    4.074903      0.0000     24.850000   5.5632575E+02
  35.032782    0.216382    4.075228      0.0000     24.850000   5.5790223E+02
  35.036394    0.216314    4.075569      0.0000     24.850000   5.5999618E+02
  35.040367    0.216244    4.075928      0.0000     24.850000   5.6265405E+02
  35.044737    0.216172    4.076306      0.0000     24.850000   5.6592326E+02
  35.049544    0.216096    4.076702      0.0000     24.850000   5.6984699E+02
  35.054831    0.216018    4.077119      0.0000     24.850000   5.7446679E+02
  35.060648    0.215938    4.077556      0.0000     24.850000   5.7981704E+02
  35.067046    0.215854    4.078016      0.0000     24.850000   5.8592700E+02
  35.074084    0.215767    4.078499      0.0000     24.850000   5.9281496E+02
  35.081826    0.215677    4.079006      0.0000     24.850000   6.0048986E+02
  35.090341    0.215584    4.079537      0.0000     24.850000   6.0894497E+02
  35.099709    0.215487    4.080094      0.0000     24.850000   6.1815919E+02
  35.110013    0.215386    4.080677      0.0000     24.850000   6.2809046E+02
  35.121348    0.215281    4.081287      0.0000     24.850000   6.3867679E+02
  35.133816    0.215171    4.081924      0.0000     24.850000   6.4982969E+02
  35.147531    0.215057    4.082589      0.0000     24.850000   6.6143533E+02
  35.162617    0.214938    4.083282      0.0000     24.850000   6.7334834E+02
  35.179212    0.214813    4.084003      0.0000     24.850000   6.8539357E+02
  35.197467    0.214682    4.084752      0.0000     24.850000   6.9736075E+02
  35.217547    0.214545    4.085529      0.0000     24.850000   7.0900734E+02
  35.239635    0.214402    4.086332      0.0000     24.850000   7.2005458E+02
  35.263932    0.214250    4.087161      0.0000     24.850000   7.3019231E+02
  35.290658    0.214092    4.088014      0.0000     24.850000   7.3907790E+02
  35.320057    0.213924    4.088891      0.0000     24.850000   7.4634544E+02
  35.352397    0.213749    4.089787      0.0000     24.850000   7.5161077E+02
  35.387970    0.213564    4.090703      0.0000     24.850000   7.5448881E+02
  35.427100    0.213369    4.091633      0.0000     24.850000   7.5460784E+02
  35.470143    0.213165    4.092576      0.0000     24.850000   7.5163510E+02
  35.517491    0.212951    4.093527      0.0000     24.850000   7.4529583E+02
  35.569573    0.212728    4.094481      0.0000     24.850000   7.3539679E+02
  35.626864    0.212496    4.095435      0.0000     24.850000   7.2183579E+02
  35.689884    0.212255    4.096384      0.0000     24.850000   7.0460969E+02
  35.759205    0.212007    4.097321      0.0000     24.850000   6.8380691E+02
  35.835459    0.211753    4.098241      0.0000     24.850000   6.5960092E+02
  35.919338    0.211492    4.099138      0.0000     24.850000   6.3223400E+02
  36.011605    0.211227    4.100006      0.0000     24.850000   6.0200716E+02
  36.113099    0.210956    4.100838      0.0000     24.850000   5.6926446E+02
  36.224743    0.210680    4.101629      0.0000     24.850000   5.3438542E+02
  36.347550    0.210398    4.102373      0.0000     24.850000   4.9777396E+02
  36.482639    0.210109    4.103064      0.0000     24.850000   4.5985757E+02
  36.631236    0.209811    4.103698      0.0000     24.850000   4.2108696E+02
  36.794693    0.209503    4.104272      0.0000     24.850000   3.8194789E+02
  36.974495    0.209184    4.104783      0.0000     24.850000   3.4297041E+02
  37.172278    0.208855    4.105230      0.0000     24.850000   3.0473449E+02
  37.389839    0.208516    4.105615      0.0000     24.850000   2.6784735E+02
  37.629157    0.208171    4.105940      0.0000     24.850000   2.3289585E+02
  37.892406    0.207824    4.106208      0.0000     24.850000   2.0037953E+02
  38.181979    0.207481    4.106425      0.0000     24.850000   1.7065981E+02
  38.500511    0.207146    4.106598      0.0000     24.850000   1.4393720E+02
  38.850895    0.206826    4.106731      0.0000     24.850000   1.2026261E+02
  39.236318    0.206523    4.106833      0.0000     24.850000   9.9563726E+01
  39.660283    0.206242    4.106909      0.0000     24.850000   8.1679310E+01
  40.000000    0.206049    4.106954      0.0000     24.850000   7.0027788E+01
  40.000000    0.206049    4.106954      0.0000     24.850000   7.0027788E+01
  40.000000    0.206049    4.106954      0.0000     24.850000   7.0027788E+01
  40.000333    0.206048    4.106954      0.0000     24.850000   7.0016587E+01
  40.000700    0.206048    4.106954      0.0000     24.850000   7.0004086E+01
  40.001103    0.206048    4.106954      0.0000     24.850000   6.9990580E+01
  40.001547    0.206048    4.106954      0.0000     24.850000   6.9975570E+01
  40.002035    0.206047    4.106954      0.0000     24.850000   6.9959276E+01
  40.002572    0.206047    4.106954      0.0000     24.850000   6.9941223E+01
  40.003162    0.206047    4.106954      0.0000     24.850000   6.9921568E+01
  40.003812    0.206046    4.106954      0.0000     24.850000   6.9899837E+01
  40.004526    0.206046    4.106954      0.0000     24.850000   6.9876132E+01
  40.005312    0.206046    4.106954      0.0000     24.850000   6.9849968E+01
  40.006177    0.206045    4.106954      0.0000     24.850000   6.9821385E+01
  40.007128    0.206045    4.106954      0.0000     24.850000   6.9789876E+01
  40.008174    0.206044    4.106955      0.0000     24.850000   6.9755422E+01
  40.009325    0.206043    4.106955      0.0000     24.850000   6.9717478E+01
  40.010591    0.206043    4.106955      0.0000     24.850000   6.9675958E+01
  40.011983    0.206042    4.106955      0.0000     24.850000   6.9630269E+01
  40.013515    0.206041    4.106955      0.0000     24.850000   6.9580251E+01
  40.015200    0.206040    4.106955      0.0000     24.850000   6.9525247E+01
  40.017053    0.206039    4.106956      0.0000     24.850000   6.9465013E+01
  40.019092    0.206038    4.106956      0.0000     24.850000   6.9398814E+01
  40.021334    0.206037    4.106956      0.0000     24.850000   6.9326307E+01
  40.023801    0.206035    4.106956      0.0000     24.850000   6.9246663E+01
  40.026514    0.206034    4.106957      0.0000     24.850000   6.9159424E+01
  40.029499    0.206032    4.106957      0.0000     24.850000   6.9063648E+01
  40.032782    0.206030    4.106958      0.0000     24.850000   6.8958742E+01
  40.036394    0.206028    4.106958      0.0000     24.850000   6.8843630E+01
  40.040367    0.206026    4.106958      0.0000     24.850000   6.8717562E+01
  40.044737    0.206024    4.106959      0.0000     24.850000   6.8579303E+01
  40.049544    0.206021    4.106959      0.0000     24.850000   6.8427920E+01
  40.054831    0.206018    4.106960      0.0000     24.850000   6.8261994E+01
  40.060648    0.206015    4.106961      0.0000     24.850000   6.8080383E+01
  40.067046    0.206012    4.106961      0.0000     24.850000   6.7881449E+01
  40.074084    0.206008    4.106962      0.0000     24.850000   6.7663814E+01
  40.081826    0.206004    4.106963      0.0000     24.850000   6.7425592E+01
  40.090341    0.206000    4.106964      0.0000     24.850000   6.7165135E+01
  40.099709    0.205995    4.106965      0.0000     24.850000   6.6880281E+01
  40.110013    0.205989    4.106966      0.0000     24.850000   6.6569082E+01
  40.121348    0.205983    4.106967      0.0000     24.850000   6.6229069E+01
  40.133816    0.205977    4.106969      0.0000     24.850000   6.5857971E+01
  40.147531    0.205970    4.106970      0.0000     24.850000   6.5452993E+01
  40.162617    0.205962    4.106972      0.0000     24.850000   6.5011522E+01
  40.179212    0.205954    4.106973      0.0000     24.850000   6.4530427E+01
  40.197467    0.205945    4.106975      0.0000     24.850000   6.4006755E+01
  40.217547    0.205935    4.106977      0.0000     24.850000   6.3437052E+01
  40.239635    0.205924    4.106979      0.0000     24.850000   6.2818050E+01
  40.263932    0.205912    4.106982      0.0000     24.850000   6.2146015E+01
  40.290658    0.205899    4.106984      0.0000     24.850000   6.1417425E+01
  40.320057    0.205885    4.106987      0.0000     24.850000   6.0628356E+01
  40.352397    0.205870    4.106990      0.0000     24.850000   5.9775151E+01
  40.387970    0.205854    4.106993      0.0000     24.850000   5.8853844E+01
  40.427100    0.205836    4.106996      0.0000     24.850000   5.7860825E+01
  40.470143    0.205817    4.106999      0.0000     24.850000   5.6792315E+01
  40.517491    0.205796    4.107003      0.0000     24.850000   5.5645026E+01
  40.569573    0.205774    4.107007      0.0000     24.850000   5.4415681E+01
  40.626864    0.205750    4.107011      0.0000     24.850000   5.3101686E+01
  40.689884    0.205724    4.107015      0.0000     24.850000   5.1700687E+01
  40.759205    0.205696    4.107020      0.0000     24.850000   5.0211250E+01
  40.835459    0.205667    4.107024      0.0000     24.850000   4.8632463E+01
  40.919338    0.205636    4.107029      0.0000     24.850000   4.6964599E+01
  41.011605    0.205603    4.107034      0.0000     24.850000   4.5208768E+01
  41.113099    0.205567    4.107039      0.0000     24.850000   4.3367543E+01
  41.224743    0.205531    4.107044      0.0000     24.850000   4.1444637E+01
  41.347550    0.205492    4.107050      0.0000     24.850000   3.9445474E+01
  41.482639    0.205451    4.107055      0.0000     24.850000   3.7376860E+01
  41.631236    0.205409    4.107060      0.0000     24.850000   3.5247470E+01
  41.794693    0.205366    4.107066      0.0000     24.850000   3.3067481E+01
  41.974495    0.205321    4.107071      0.0000     24.850000   3.0848934E+01
  42.172278    0.205275    4.107076      0.0000     24.850000   2.8606747E+01
  42.389839    0.205229    4.107082      0.0000     24.850000   2.6353475E+01
  42.629157    0.205182    4.107087      0.0000     24.850000   2.4106286E+01
  42.892406    0.205135    4.107092      0.0000     24.850000   2.1882546E+01
  43.181979    0.205088    4.107096      0.0000     24.850000   1.9700460E+01
  43.500511    0.205042    4.107101      0.0000     24.850000   1.7578444E+01
  43.850895    0.204997    4.107105      0.0000     24.850000   1.5534749E+01
  44.236318    0.204954    4.107109      0.0000     24.850000   1.3587030E+01
  44.660283    0.204912    4.107113      0.0000     24.850000   1.1751687E+01
  45.000000    0.204882    4.107115      0.0000     24.850000   1.0469571E+01
  45.000000    0.204882    4.107115      0.0000     24.850000   1.0469571E+01
  45.000000    0.204882    4.107115      0.0000     24.850000   1.0469571E+01
  45.000333    0.204882    4.107115      0.0000     24.850000   1.0468314E+01
  45.000700    0.204882    4.107115      0.0000     24.850000   1.0466983E+01
  45.001103    0.204882    4.107115      0.0000     24.850000   1.0465475E+01
  45.001547    0.204882    4.107115      0.0000     24.850000   1.0463861E+01
  45.002035    0.204882    4.107115      0.0000     24.850000   1.0462047E+01
  45.002572    0.204882    4.107115      0.0000     24.850000   1.0460093E+01
  45.003162    0.204882    4.107115      0.0000     24.850000   1.0457907E+01
  45.003812    0.204882    4.107115      0.0000     24.850000   1.0455543E+01
  45.004526    0.204882    4.107115      0.0000     24.850000   1.0452909E+01
  45.005312    0.204881    4.107115      0.0000     24.850000   1.0450049E+01
  45.006177    0.204881    4.107115      0.0000     24.850000   1.0446873E+01
  45.007128    0.204881    4.107115      0.0000     24.850000   1.0443415E+01
  45.008174    0.204881    4.107115      0.0000     24.850000   1.0439585E+01
  45.009325    0.204881    4.107115      0.0000     24.850000   1.0435407E+01
  45.010591    0.204881    4.107115      0.0000     24.850000   1.0430786E+01
  45.011983    0.204881    4.107115      0.0000     24.850000   1.0425739E+01
  45.013515    0.204881    4.107115      0.0000     24.850000   1.0420165E+01
  45.015200    0.204881    4.107115      0.0000     24.850000   1.0414070E+01
  45.017053    0.204880    4.107115      0.0000     24.850000   1.0407347E+01
  45.019092    0.204880    4.107115      0.0000     24.850000   1.0399990E+01
  45.021334    0.204880    4.107115      0.0000     24.850000   1.0391881E+01
  45.023801    0.204880    4.107115      0.0000     24.850000   1.0383003E+01
  45.026514    0.204880    4.107115      0.0000     24.850000   1.0373225E+01
  45.029499    0.204879    4.107115      0.0000     24.850000   1.0362516E+01
  45.032782    0.204879    4.107115      0.0000     24.850000   1.0350730E+01
  45.036394    0.204879    4.107115      0.0000     24.850000   1.0337818E+01
  45.040367    0.204878    4.107115      0.0000     24.850000   1.0323617E+01
  45.044737    0.204878    4.107115      0.0000     24.850000   1.0308055E+01
  45.049544    0.204878    4.107116      0.0000     24.850000   1.0290952E+01
  45.054831    0.204877    4.107116      0.0000     24.850000   1.0272211E+01
  45.060648    0.204877    4.107116      0.0000     24.850000   1.0251625E+01
  45.067046    0.204876    4.107116      0.0000     24.850000   1.0229070E+01
  45.074084    0.204876    4.107116      0.0000     24.850000   1.0204310E+01
  45.081826    0.204875    4.107116      0.0000     24.850000   1.0177188E+01
  45.090341    0.204874    4.107116      0.0000     24.850000   1.0147436E+01
  45.099709    0.204874    4.107116      0.0000     24.850000   1.0114858E+01
  45.110013    0.204873    4.107116      0.0000     24.850000   1.0079147E+01
  45.121348    0.204872    4.107116      0.0000     24.850000   1.0040063E+01
  45.133816    0.204871    4.107116      0.0000     24.850000   9.9972584E+00
  45.147531    0.204870    4.107116      0.0000     24.850000   9.9504442E+00
  45.162617    0.204868    4.107116      0.0000     24.850000   9.8992224E+00
  45.179212    0.204867    4.107116      0.0000     24.850000   9.8432529E+00
  45.197467    0.204866    4.107117      0.0000     24.850000   9.7820850E+00
  45.217547    0.204864    4.107117      0.0000     24.850000   9.7153224E+00
  45.239635    0.204862    4.107117      0.0000     24.850000   9.6424595E+00
  45.263932    0.204861    4.107117      0.0000     24.850000   9.5630426E+00
  45.290658    0.204858    4.107117      0.0000     24.850000   9.4765121E+00
  45.320057    0.204856    4.107117      0.0000     24.850000   9.3823595E+00
  45.352397    0.204854    4.107117      0.0000     24.850000   9.2799762E+00
  45.387970    0.204851    4.107118      0.0000     24.850000   9.1688073E+00
  45.427100    0.204848    4.107118      0.0000     24.850000   9.0482073E+00
  45.470143    0.204845    4.107118      0.0000     24.850000   8.9175913E+00
  45.517491    0.204842    4.107118      0.0000     24.850000   8.7762992E+00
  45.569573    0.204838    4.107119      0.0000     24.850000   8.6237442E+00
  45.626864    0.204834    4.107119      0.0000     24.850000   8.4592864E+00
  45.689884    0.204830    4.107119      0.0000     24.850000   8.2823798E+00
  45.759205    0.204825    4.107120      0.0000     24.850000   8.0924568E+00
  45.835459    0.204820    4.107120      0.0000     24.850000   7.8890734E+00
  45.919338    0.204815    4.107121      0.0000     24.850000   7.6718056E+00
  46.011605    0.204809    4.107121      0.0000     24.850000   7.4403930E+00
  46.113099    0.204803    4.107121      0.0000     24.850000   7.1946474E+00
  46.224743    0.204797    4.107122      0.0000     24.850000   6.9345939E+00
  46.347550    0.204790    4.107122      0.0000     24.850000   6.6603907E+00
  46.482639    0.204783    4.107123      0.0000     24.850000   6.3724650E+00
  46.631236    0.204775    4.107124      0.0000     24.850000   6.0714411E+00
  46.794693    0.204767    4.107124      0.0000     24.850000   5.7582665E+00
  46.974495    0.204758    4.107125      0.0000     24.850000   5.4341428E+00
  47.172278    0.204750    4.107125      0.0000     24.850000   5.1006338E+00
  47.389839    0.204740    4.107126      0.0000     24.850000   4.7595908E+00
  47.629157    0.204731    4.107127      0.0000     24.850000   4.4132324E+00
  47.892406    0.204721    4.107127      0.0000     24.850000   4.0640532E+00
  48.181979    0.204711    4.107128      0.0000     24.850000   3.7148644E+00
  48.500511    0.204701    4.107128      0.0000     24.850000   3.3686748E+00
  48.850895    0.204691    4.107129      0.0000     24.850000   3.0286838E+00
  49.236318    0.204681    4.107130      0.0000     24.850000   2.6981311E+00
  49.660283    0.204671    4.107130      0.0000     24.850000   2.3802428E+00
  50.000000    0.204664    4.107131      0.0000     24.850000   2.1543319E+00
  50.000000    0.189634    4.172456    -80.0000     24.850000   2.8762596E+04
  50.000000    0.189634    4.172456    -80.0000     24.850000   2.8762596E+04
  50.000333    0.189003    4.173897    -80.0000     24.850000   2.9478563E+04
  50.000700    0.188586    4.174816    -80.0000     24.850000   2.9936197E+04
  50.001103    0.188240    4.175564    -80.0000     24.850000   3.0308005E+04
